"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"07.08.2019 13:00 - 07.08.2019 13:15","11834","11305","","2184","1959","","5755","7453",""
"07.08.2019 13:15 - 07.08.2019 13:30","11660","11295","","2188","2003","","5873","7571",""
"07.08.2019 13:30 - 07.08.2019 13:45","11458","11226","","2186","2050","","5995","7688",""
"07.08.2019 13:45 - 07.08.2019 14:00","11233","11101","","2187","2093","","6120","7810",""
"07.08.2019 14:00 - 07.08.2019 14:15","10994","11278","","2195","2291","","6224","7138",""
"07.08.2019 14:15 - 07.08.2019 14:30","10711","11118","","2196","2311","","6210","7194",""
"07.08.2019 14:30 - 07.08.2019 14:45","10397","10924","","2195","2452","","6201","7601",""
"07.08.2019 14:45 - 07.08.2019 15:00","10056","10710","","2197","2472","","6190","7665",""
"07.08.2019 15:00 - 07.08.2019 15:15","9712","10484","","2201","2497","","6169","7734",""
"07.08.2019 15:15 - 07.08.2019 15:30","9373","10247","","2204","2533","","6157","7756",""
"07.08.2019 15:30 - 07.08.2019 15:45","8991","9934","","2207","2572","","6146","7776",""
"07.08.2019 15:45 - 07.08.2019 16:00","8600","9578","","2209","2610","","6141","7797",""
"07.08.2019 16:00 - 07.08.2019 16:15","8207","9208","","2210","2641","","6135","7811",""
"07.08.2019 16:15 - 07.08.2019 16:30","7819","8794","","2188","2618","","6121","7818",""
"07.08.2019 16:30 - 07.08.2019 16:45","7401","8331","","2160","2602","","6117","7818",""
"07.08.2019 16:45 - 07.08.2019 17:00","6966","7831","","2140","2581","","6106","7826",""
"07.08.2019 17:00 - 07.08.2019 17:15","6505","7302","","2118","2545","","6102","7827",""
"07.08.2019 17:15 - 07.08.2019 17:30","6039","6746","","2103","2500","","6105","7719",""
"07.08.2019 17:30 - 07.08.2019 17:45","5544","6152","","2086","2449","","6118","7623",""
"07.08.2019 17:45 - 07.08.2019 18:00","5024","5536","","2073","2402","","6129","7521",""
"07.08.2019 18:00 - 07.08.2019 18:15","4480","4906","","2058","2355","","6136","7408",""
"07.08.2019 18:15 - 07.08.2019 18:30","3941","4274","","2041","2322","","6089","7238",""
"07.08.2019 18:30 - 07.08.2019 18:45","3385","3648","","2020","2283","","6041","7075",""
"07.08.2019 18:45 - 07.08.2019 19:00","2828","3037","","2003","2249","","5996","6902",""
"07.08.2019 19:00 - 07.08.2019 19:15","2269","2434","","1987","2218","","5962","6740",""
"07.08.2019 19:15 - 07.08.2019 19:30","1762","1869","","1973","2197","","5943","6518",""
"07.08.2019 19:30 - 07.08.2019 19:45","1289","1354","","1960","2173","","5915","6298",""
"07.08.2019 19:45 - 07.08.2019 20:00","882","919","","1946","2148","","5888","6081",""
"07.08.2019 20:00 - 07.08.2019 20:15","530","547","","1931","2125","","5862","5875",""
"07.08.2019 20:15 - 07.08.2019 20:30","275","279","","1923","2093","","5864","5872",""
"07.08.2019 20:30 - 07.08.2019 20:45","115","118","","1918","2064","","5874","5855",""
"07.08.2019 20:45 - 07.08.2019 21:00","30","29","","1908","2035","","5901","5832",""
"07.08.2019 21:00 - 07.08.2019 21:15","3","3","","1896","2016","","5947","5765",""
"07.08.2019 21:15 - 07.08.2019 21:30","0","0","","1875","2017","","6066","5829",""
"07.08.2019 21:30 - 07.08.2019 21:45","0","0","","1853","2017","","6193","5897",""
"07.08.2019 21:45 - 07.08.2019 22:00","0","0","","1834","2019","","6320","5963",""
"07.08.2019 22:00 - 07.08.2019 22:15","0","0","","1806","2013","","6467","6055",""
"07.08.2019 22:15 - 07.08.2019 22:30","0","0","","1794","2011","","6712","6210",""
"07.08.2019 22:30 - 07.08.2019 22:45","0","0","","1783","2007","","6946","6374",""
"07.08.2019 22:45 - 07.08.2019 23:00","0","0","","1769","2005","","7173","6536",""
"07.08.2019 23:00 - 07.08.2019 23:15","0","0","","1771","2007","","7385","6705",""
"07.08.2019 23:15 - 07.08.2019 23:30","0","0","","1820","2026","","7554","6858",""
"07.08.2019 23:30 - 07.08.2019 23:45","0","0","","1865","2046","","7724","7014",""
"07.08.2019 23:45 - 08.08.2019 00:00","0","0","","1912","2067","","7888","7168",""
"08.08.2019 00:00 - 08.08.2019 00:15","0","0","","2345","1902","","7391","7416",""
"08.08.2019 00:15 - 08.08.2019 00:30","0","0","","2383","1915","","7540","7396",""
"08.08.2019 00:30 - 08.08.2019 00:45","0","0","","2420","1901","","7691","7434",""
"08.08.2019 00:45 - 08.08.2019 01:00","0","0","","2457","1925","","7842","7400",""
"08.08.2019 01:00 - 08.08.2019 01:15","0","0","","2499","1924","","7991","7434",""
"08.08.2019 01:15 - 08.08.2019 01:30","0","0","","2535","1906","","8156","7427",""
"08.08.2019 01:30 - 08.08.2019 01:45","0","0","","2576","1960","","8321","7519",""
"08.08.2019 01:45 - 08.08.2019 02:00","0","0","","2612","2030","","8493","7642",""
"08.08.2019 02:00 - 08.08.2019 02:15","0","0","","2648","2112","","8683","7937",""
"08.08.2019 02:15 - 08.08.2019 02:30","0","0","","2655","2144","","8787","8204",""
"08.08.2019 02:30 - 08.08.2019 02:45","0","0","","2663","2169","","8890","8355",""
"08.08.2019 02:45 - 08.08.2019 03:00","0","0","","2672","2154","","8993","8311",""
"08.08.2019 03:00 - 08.08.2019 03:15","0","0","","2674","2210","","9054","8316",""
"08.08.2019 03:15 - 08.08.2019 03:30","0","0","","2670","2199","","9176","8679",""
"08.08.2019 03:30 - 08.08.2019 03:45","0","0","","2670","2237","","9298","8885",""
"08.08.2019 03:45 - 08.08.2019 04:00","0","0","","2667","2309","","9420","8943",""
"08.08.2019 04:00 - 08.08.2019 04:15","0","0","","2670","2306","","9540","9044",""
"08.08.2019 04:15 - 08.08.2019 04:30","0","0","","2682","2294","","9637","9202",""
"08.08.2019 04:30 - 08.08.2019 04:45","0","0","","2696","2274","","9726","9317",""
"08.08.2019 04:45 - 08.08.2019 05:00","0","0","","2710","2287","","9811","9459",""
"08.08.2019 05:00 - 08.08.2019 05:15","0","0","","2731","2265","","9881","9521",""
"08.08.2019 05:15 - 08.08.2019 05:30","0","0","","2762","2259","","9879","9590",""
"08.08.2019 05:30 - 08.08.2019 05:45","4","1","","2798","2244","","9873","9634",""
"08.08.2019 05:45 - 08.08.2019 06:00","45","25","","2836","2322","","9864","9652",""
"08.08.2019 06:00 - 08.08.2019 06:15","190","184","","2882","2348","","9867","9793",""
"08.08.2019 06:15 - 08.08.2019 06:30","418","417","","2929","2366","","9830","9661",""
"08.08.2019 06:30 - 08.08.2019 06:45","798","798","","2976","2406","","9790","9628",""
"08.08.2019 06:45 - 08.08.2019 07:00","1382","1368","","3025","2454","","9747","9886",""
"08.08.2019 07:00 - 08.08.2019 07:15","2155","2140","","3065","2509","","9708","9878",""
"08.08.2019 07:15 - 08.08.2019 07:30","3063","3021","","3108","2614","","9562","9597",""
"08.08.2019 07:30 - 08.08.2019 07:45","4109","4083","","3148","2730","","9428","9382",""
"08.08.2019 07:45 - 08.08.2019 08:00","5274","5233","","3188","2798","","9288","9201",""
"08.08.2019 08:00 - 08.08.2019 08:15","6521","6455","","3230","2866","","9168","9101",""
"08.08.2019 08:15 - 08.08.2019 08:30","7850","7753","","3291","2938","","9385","9257",""
"08.08.2019 08:30 - 08.08.2019 08:45","9246","9074","","3345","3006","","9601","9411",""
"08.08.2019 08:45 - 08.08.2019 09:00","10654","10453","","3403","3078","","9831","9577",""
"08.08.2019 09:00 - 08.08.2019 09:15","12062","11829","","3462","3148","","10026","9781",""
"08.08.2019 09:15 - 08.08.2019 09:30","13429","13161","","3517","3209","","10374","10146",""
"08.08.2019 09:30 - 08.08.2019 09:45","14738","14472","","3557","3272","","10730","10520",""
"08.08.2019 09:45 - 08.08.2019 10:00","15973","15753","","3611","3334","","11100","10910",""
"08.08.2019 10:00 - 08.08.2019 10:15","17115","16965","","3661","3391","","11485","11316",""
"08.08.2019 10:15 - 08.08.2019 10:30","18212","18082","","3706","3452","","11927","11765",""
"08.08.2019 10:30 - 08.08.2019 10:45","19245","19138","","3744","3507","","12377","12230",""
"08.08.2019 10:45 - 08.08.2019 11:00","20156","20036","","3790","3566","","12809","12712",""
"08.08.2019 11:00 - 08.08.2019 11:15","20966","20824","","3828","3572","","13250","13173",""
"08.08.2019 11:15 - 08.08.2019 11:30","21673","21504","","3878","3583","","13643","13503",""
"08.08.2019 11:30 - 08.08.2019 11:45","22293","22120","","3920","3594","","14022","13833",""
"08.08.2019 11:45 - 08.08.2019 12:00","22781","22637","","3967","3605","","14427","14184",""
"08.08.2019 12:00 - 08.08.2019 12:15","23147","23002","","4010","3617","","14810","14527",""
"08.08.2019 12:15 - 08.08.2019 12:30","23396","23294","","4034","3630","","15088","14829",""
"08.08.2019 12:30 - 08.08.2019 12:45","23565","23512","","4059","3643","","15363","15132",""
"08.08.2019 12:45 - 08.08.2019 13:00","23708","23663","","4082","3656","","15639","15439",""
"08.08.2019 13:00 - 08.08.2019 13:15","23757","23732","","4102","3671","","15912","15720",""
"08.08.2019 13:15 - 08.08.2019 13:30","23742","23738","","4142","3679","","16120","15889",""
"08.08.2019 13:30 - 08.08.2019 13:45","23642","23671","","4187","3689","","16304","16050",""
"08.08.2019 13:45 - 08.08.2019 14:00","23479","23503","","4222","3701","","16495","16207",""
"08.08.2019 14:00 - 08.08.2019 14:15","23212","23331","","4261","3928","","16668","16112",""
"08.08.2019 14:15 - 08.08.2019 14:30","22907","23014","","4278","3966","","16622","16110",""
"08.08.2019 14:30 - 08.08.2019 14:45","22530","22600","","4293","4002","","16578","16106",""
"08.08.2019 14:45 - 08.08.2019 15:00","22116","22164","","4307","4038","","16536","16103",""
"08.08.2019 15:00 - 08.08.2019 15:15","21593","21619","","4321","4071","","16484","16045",""
"08.08.2019 15:15 - 08.08.2019 15:30","20943","20971","","4324","4018","","16356","15923",""
"08.08.2019 15:30 - 08.08.2019 15:45","20220","20248","","4327","4016","","16226","15877",""
"08.08.2019 15:45 - 08.08.2019 16:00","19373","19401","","4330","4016","","16093","15826",""
"08.08.2019 16:00 - 08.08.2019 16:15","18476","18532","","4332","4018","","15956","15746",""
"08.08.2019 16:15 - 08.08.2019 16:30","17512","17542","","4336","4023","","15809","15532",""
"08.08.2019 16:30 - 08.08.2019 16:45","16466","16493","","4343","4025","","15649","15319",""
"08.08.2019 16:45 - 08.08.2019 17:00","15333","15363","","4346","4025","","15486","15112",""
"08.08.2019 17:00 - 08.08.2019 17:15","14121","14153","","4347","4025","","15322","14903",""
"08.08.2019 17:15 - 08.08.2019 17:30","12825","12875","","4316","4022","","14949","14515",""
"08.08.2019 17:30 - 08.08.2019 17:45","11461","11529","","4285","4019","","14583","14132",""
"08.08.2019 17:45 - 08.08.2019 18:00","10081","10158","","4256","4013","","14201","13733",""
"08.08.2019 18:00 - 08.08.2019 18:15","8703","8782","","4220","4008","","13777","13301",""
"08.08.2019 18:15 - 08.08.2019 18:30","7359","7429","","4191","3980","","13248","12701",""
"08.08.2019 18:30 - 08.08.2019 18:45","6044","6099","","4163","3952","","12728","12094",""
"08.08.2019 18:45 - 08.08.2019 19:00","4816","4859","","4130","3928","","12257","11480",""
"08.08.2019 19:00 - 08.08.2019 19:15","3691","3725","","4096","3892","","11726","10878",""
"08.08.2019 19:15 - 08.08.2019 19:30","2714","2741","","4058","3860","","11070","10232",""
"08.08.2019 19:30 - 08.08.2019 19:45","1924","1947","","4017","3826","","10441","9643",""
"08.08.2019 19:45 - 08.08.2019 20:00","1272","1289","","3975","3792","","9838","9076",""
"08.08.2019 20:00 - 08.08.2019 20:15","752","758","","3926","3749","","9276","8528",""
"08.08.2019 20:15 - 08.08.2019 20:30","387","379","","3841","3685","","8889","8130",""
"08.08.2019 20:30 - 08.08.2019 20:45","152","143","","3756","3613","","8522","7750",""
"08.08.2019 20:45 - 08.08.2019 21:00","33","28","","3659","3547","","8154","7359",""
"08.08.2019 21:00 - 08.08.2019 21:15","2","2","","3558","3453","","7794","6916",""
"08.08.2019 21:15 - 08.08.2019 21:30","0","0","","3463","3326","","7557","6668",""
"08.08.2019 21:30 - 08.08.2019 21:45","0","0","","3360","3205","","7315","6419",""
"08.08.2019 21:45 - 08.08.2019 22:00","0","0","","3259","3075","","7064","6180",""
"08.08.2019 22:00 - 08.08.2019 22:15","0","0","","3141","2954","","6835","5937",""
"08.08.2019 22:15 - 08.08.2019 22:30","0","0","","3019","2839","","6660","5785",""
"08.08.2019 22:30 - 08.08.2019 22:45","0","0","","2899","2725","","6488","5637",""
"08.08.2019 22:45 - 08.08.2019 23:00","0","0","","2777","2609","","6321","5487",""
"08.08.2019 23:00 - 08.08.2019 23:15","0","0","","2658","2499","","6171","5344",""
"08.08.2019 23:15 - 08.08.2019 23:30","0","0","","2548","2406","","6070","5283",""
"08.08.2019 23:30 - 08.08.2019 23:45","0","0","","2436","2309","","5963","5224",""
"08.08.2019 23:45 - 09.08.2019 00:00","0","0","","2328","2210","","5848","5171",""
"09.08.2019 00:00 - 09.08.2019 00:15","0","0","","2016","1818","","5147","4504",""
"09.08.2019 00:15 - 09.08.2019 00:30","0","0","","1948","1765","","5093","4338",""
"09.08.2019 00:30 - 09.08.2019 00:45","0","0","","1876","1725","","5037","4209",""
"09.08.2019 00:45 - 09.08.2019 01:00","0","0","","1807","1679","","4979","4061",""
"09.08.2019 01:00 - 09.08.2019 01:15","0","0","","1740","1626","","4920","3977",""
"09.08.2019 01:15 - 09.08.2019 01:30","0","0","","1685","1579","","4874","3982",""
"09.08.2019 01:30 - 09.08.2019 01:45","0","0","","1635","1561","","4824","3902",""
"09.08.2019 01:45 - 09.08.2019 02:00","0","0","","1581","1531","","4778","3786",""
"09.08.2019 02:00 - 09.08.2019 02:15","0","0","","1525","1449","","4746","3671",""
"09.08.2019 02:15 - 09.08.2019 02:30","0","0","","1454","1397","","4654","3676",""
"09.08.2019 02:30 - 09.08.2019 02:45","0","0","","1383","1355","","4564","3715",""
"09.08.2019 02:45 - 09.08.2019 03:00","0","0","","1314","1314","","4473","3691",""
"09.08.2019 03:00 - 09.08.2019 03:15","0","0","","1247","1295","","4312","3581",""
"09.08.2019 03:15 - 09.08.2019 03:30","0","0","","1201","1267","","4249","3523",""
"09.08.2019 03:30 - 09.08.2019 03:45","0","0","","1156","1236","","4189","3514",""
"09.08.2019 03:45 - 09.08.2019 04:00","0","0","","1115","1214","","4124","3512",""
"09.08.2019 04:00 - 09.08.2019 04:15","0","0","","1079","1183","","4060","3449",""
"09.08.2019 04:15 - 09.08.2019 04:30","0","0","","1036","1168","","4029","3489",""
"09.08.2019 04:30 - 09.08.2019 04:45","0","0","","995","1148","","3996","3461",""
"09.08.2019 04:45 - 09.08.2019 05:00","0","0","","952","1115","","3964","3511",""
"09.08.2019 05:00 - 09.08.2019 05:15","0","0","","919","1100","","3924","3463",""
"09.08.2019 05:15 - 09.08.2019 05:30","0","0","","900","1065","","3871","3380",""
"09.08.2019 05:30 - 09.08.2019 05:45","2","0","","883","1018","","3819","3394",""
"09.08.2019 05:45 - 09.08.2019 06:00","40","18","","867","969","","3766","3406",""
"09.08.2019 06:00 - 09.08.2019 06:15","181","176","","851","921","","3721","3340",""
"09.08.2019 06:15 - 09.08.2019 06:30","421","417","","830","870","","3684","3319",""
"09.08.2019 06:30 - 09.08.2019 06:45","818","847","","805","821","","3652","3381",""
"09.08.2019 06:45 - 09.08.2019 07:00","1425","1458","","782","774","","3615","3481",""
"09.08.2019 07:00 - 09.08.2019 07:15","2261","2319","","765","741","","3568","3478",""
"09.08.2019 07:15 - 09.08.2019 07:30","3257","3304","","742","714","","3453","3439",""
"09.08.2019 07:30 - 09.08.2019 07:45","4406","4493","","724","688","","3324","3495",""
"09.08.2019 07:45 - 09.08.2019 08:00","5671","5784","","704","667","","3200","3477",""
"09.08.2019 08:00 - 09.08.2019 08:15","7019","7019","","690","657","","3068","3432",""
"09.08.2019 08:15 - 09.08.2019 08:30","8445","8406","","694","670","","2930","3318",""
"09.08.2019 08:30 - 09.08.2019 08:45","9915","9846","","691","678","","2801","3209",""
"09.08.2019 08:45 - 09.08.2019 09:00","11386","11322","","694","693","","2667","3096",""
"09.08.2019 09:00 - 09.08.2019 09:15","12831","12746","","706","710","","2527","2999",""
"09.08.2019 09:15 - 09.08.2019 09:30","14228","14106","","713","741","","2470","2928",""
"09.08.2019 09:30 - 09.08.2019 09:45","15551","15371","","729","773","","2408","2854",""
"09.08.2019 09:45 - 09.08.2019 10:00","16798","16539","","743","804","","2345","2780",""
"09.08.2019 10:00 - 09.08.2019 10:15","17916","17587","","765","837","","2292","2726",""
"09.08.2019 10:15 - 09.08.2019 10:30","18912","18564","","830","886","","2310","2759",""
"09.08.2019 10:30 - 09.08.2019 10:45","19797","19419","","895","941","","2326","2792",""
"09.08.2019 10:45 - 09.08.2019 11:00","20557","20137","","959","986","","2342","2820",""
"09.08.2019 11:00 - 09.08.2019 11:15","21200","20751","","1034","1032","","2357","2877",""
"09.08.2019 11:15 - 09.08.2019 11:30","21760","21264","","1133","1110","","2512","3021",""
"09.08.2019 11:30 - 09.08.2019 11:45","22181","21678","","1231","1190","","2663","3165",""
"09.08.2019 11:45 - 09.08.2019 12:00","22487","21992","","1333","1267","","2810","3312",""
"09.08.2019 12:00 - 09.08.2019 12:15","22679","22183","","1440","1354","","2962","3463",""
"09.08.2019 12:15 - 09.08.2019 12:30","22782","22268","","1550","1451","","3133","3627",""
"09.08.2019 12:30 - 09.08.2019 12:45","22793","22271","","1659","1554","","3302","3787",""
"09.08.2019 12:45 - 09.08.2019 13:00","22701","22182","","1770","1648","","3459","3952",""
"09.08.2019 13:00 - 09.08.2019 13:15","22500","21969","","1884","1740","","3613","4124",""
"09.08.2019 13:15 - 09.08.2019 13:30","22194","21680","","1996","1837","","3773","4278",""
"09.08.2019 13:30 - 09.08.2019 13:45","21786","21301","","2101","1939","","3943","4428",""
"09.08.2019 13:45 - 09.08.2019 14:00","21299","20824","","2208","2032","","4114","4576",""
"09.08.2019 14:00 - 09.08.2019 14:15","20732","20394","","2311","2198","","4271","4216",""
"09.08.2019 14:15 - 09.08.2019 14:30","20034","19726","","2398","2302","","4401","4347",""
"09.08.2019 14:30 - 09.08.2019 14:45","19298","19032","","2490","2409","","4527","4480",""
"09.08.2019 14:45 - 09.08.2019 15:00","18521","18291","","2579","2515","","4654","4615",""
"09.08.2019 15:00 - 09.08.2019 15:15","17722","17520","","2672","2616","","4785","4762",""
"09.08.2019 15:15 - 09.08.2019 15:30","16892","16729","","2764","2698","","4938","4953",""
"09.08.2019 15:30 - 09.08.2019 15:45","16051","15918","","2851","2783","","5096","5146",""
"09.08.2019 15:45 - 09.08.2019 16:00","15179","15074","","2942","2863","","5254","5349",""
"09.08.2019 16:00 - 09.08.2019 16:15","14285","14189","","3020","2949","","5399","5537",""
"09.08.2019 16:15 - 09.08.2019 16:30","13363","13316","","3079","3029","","5482","5662",""
"09.08.2019 16:30 - 09.08.2019 16:45","12405","12406","","3137","3111","","5566","5778",""
"09.08.2019 16:45 - 09.08.2019 17:00","11410","11455","","3195","3188","","5655","5901",""
"09.08.2019 17:00 - 09.08.2019 17:15","10379","10463","","3254","3255","","5762","6040",""
"09.08.2019 17:15 - 09.08.2019 17:30","9319","9435","","3289","3280","","5907","6225",""
"09.08.2019 17:30 - 09.08.2019 17:45","8247","8381","","3320","3305","","6056","6402",""
"09.08.2019 17:45 - 09.08.2019 18:00","7192","7331","","3354","3328","","6207","6587",""
"09.08.2019 18:00 - 09.08.2019 18:15","6159","6287","","3368","3347","","6385","6765",""
"09.08.2019 18:15 - 09.08.2019 18:30","5165","5281","","3365","3348","","6561","6920",""
"09.08.2019 18:30 - 09.08.2019 18:45","4228","4330","","3365","3351","","6736","7068",""
